age,gender,city,occupation,monthlyIncome,coffeeFrequency,preferredCoffeeType,preferredBrand,monthlyCoffeeSpend,purchaseLocation,purchaseMode,priceSensitivity,tastePreference,brandLoyalty,willingnessToTry,preferredPriceRange,purchaseIntention
44.0,Prefer not to say,Chennai,Business Owner,82200.0,3-4 times/week,Cold Coffee,Bru,610.0,Local Kirana Store,Offline,High,Strong,Low,Neutral,450.0,Medium
18.0,Female,Jaipur,Private Sector Employee,27500.0,3-4 times/week,Cold Coffee,Blue Tokai,540.0,Online Marketplace,Online,High,Bitter,Low,Likely,90.0,Medium
46.0,Male,Bengaluru,Healthcare Professional,82800.0,Daily,Filter Coffee,Café Coffee Day,820.0,Online Marketplace,Online,Medium,Bitter,High,Neutral,300.0,High
20.0,Male,Jaipur,Private Sector Employee,37200.0,Multiple times/day,Cold Coffee,Bru,1000.0,Local Kirana Store,Offline,Low,Balanced,Medium,Likely,130.0,High
28.0,Male,Ahmedabad,Private Sector Employee,44900.0,Daily,Cappuccino,Starbucks,1110.0,Brand Website,Online,Low,Balanced,Medium,Likely,90.0,High
33.0,Female,Kochi,Healthcare Professional,94300.0,Multiple times/day,Other,Starbucks,960.0,Supermarket/Grocery Store,Offline,High,Bitter,High,Unlikely,300.0,High
30.0,Female,Kolkata,Student,7600.0,3-4 times/week,Americano,Starbucks,400.0,Café,Offline,Medium,Mild,Medium,Neutral,300.0,Medium
23.0,Male,Bhubaneswar,Private Sector Employee,37600.0,1-2 times/week,Americano,Nescafé,370.0,Café,Offline,Medium,Bitter,Medium,Neutral,300.0,Medium
44.0,Female,Mumbai,Healthcare Professional,73500.0,3-4 times/week,Espresso,Sleepy Owl,910.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Neutral,130.0,High
37.0,Male,Bhubaneswar,Other,38700.0,Daily,Cappuccino,Bru,900.0,Supermarket/Grocery Store,Offline,High,Bitter,Medium,Unlikely,300.0,Medium
27.0,Male,Visakhapatnam,IT Professional,86300.0,3-4 times/week,Instant Coffee,Nescafé,470.0,Office/Canteen,Both,Low,Balanced,Medium,Unlikely,300.0,Medium
36.0,Male,Mumbai,Freelancer,58400.0,Daily,Americano,Tata Coffee,800.0,Online Marketplace,Online,High,Strong,High,Unlikely,450.0,High
34.0,Female,Ahmedabad,Private Sector Employee,40700.0,Daily,Latte,Nescafé,1060.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Likely,300.0,High
39.0,Female,Bhubaneswar,Government Employee,41000.0,Daily,Americano,Tata Coffee,660.0,Café,Offline,Medium,Balanced,High,Neutral,90.0,High
41.0,Female,Jaipur,IT Professional,90700.0,Daily,Instant Coffee,Nescafé,870.0,Supermarket/Grocery Store,Offline,Low,Strong,Medium,Unlikely,700.0,Low
19.0,Female,Surat,Freelancer,39600.0,3-4 times/week,Latte,Blue Tokai,640.0,Supermarket/Grocery Store,Both,High,Strong,High,Unlikely,450.0,Medium
42.0,Prefer not to say,Kochi,Teacher/Professor,43600.0,1-2 times/week,Cappuccino,Sleepy Owl,430.0,Café,Offline,Medium,Strong,Medium,Likely,300.0,Medium
41.0,Female,Ahmedabad,IT Professional,83300.0,3-4 times/week,Instant Coffee,Tata Coffee,470.0,Online Marketplace,Online,Medium,Strong,High,Likely,130.0,High
36.0,Female,Bengaluru,Private Sector Employee,27500.0,1-2 times/week,Latte,Nescafé,390.0,Online Marketplace,Online,High,Strong,Medium,Likely,300.0,Medium
36.0,Male,Chennai,IT Professional,74000.0,Rarely,Cold Coffee,Nescafé,220.0,Brand Website,Online,Medium,Balanced,Medium,Very Likely,90.0,High
27.0,Male,Coimbatore,Private Sector Employee,50900.0,3-4 times/week,Instant Coffee,Café Coffee Day,370.0,Café,Offline,Medium,Balanced,High,Very Likely,300.0,High
24.0,Female,Pune,Private Sector Employee,57700.0,3-4 times/week,Filter Coffee,Bru,490.0,Café,Offline,High,Strong,Medium,Very Likely,130.0,High
20.0,Male,Patna,Private Sector Employee,52700.0,1-2 times/week,Instant Coffee,Café Coffee Day,350.0,Supermarket/Grocery Store,Both,High,Balanced,High,Neutral,450.0,Medium
36.0,Female,Jaipur,IT Professional,61700.0,3-4 times/week,Instant Coffee,Bru,430.0,Brand Website,Online,High,Balanced,Low,Likely,130.0,Medium
31.0,Female,Pune,IT Professional,81000.0,1-2 times/week,Mocha,Bru,710.0,Supermarket/Grocery Store,Both,Low,Strong,High,Very Likely,130.0,High
18.0,Female,Surat,Student,8400.0,3-4 times/week,Cappuccino,Tata Coffee,580.0,Office/Canteen,Offline,High,Sweet,Medium,Very Likely,300.0,High
29.0,Female,Ahmedabad,Freelancer,27700.0,1-2 times/week,Filter Coffee,Nescafé,170.0,Brand Website,Online,Low,Balanced,Low,Neutral,700.0,Medium
36.0,Female,Coimbatore,IT Professional,62000.0,3-4 times/week,Instant Coffee,Nescafé,450.0,Local Kirana Store,Offline,High,Sweet,Medium,Neutral,300.0,Medium
24.0,Male,Mumbai,Teacher/Professor,38700.0,Daily,Cappuccino,Tata Coffee,920.0,Supermarket/Grocery Store,Offline,High,Strong,Medium,Likely,90.0,Medium
18.0,Prefer not to say,Chandigarh,Student,6600.0,3-4 times/week,Instant Coffee,Bru,310.0,Other,Both,Low,Bitter,Medium,Very Likely,300.0,High
23.0,Male,Delhi,Private Sector Employee,52200.0,Daily,Americano,Other,800.0,Online Marketplace,Online,High,Strong,Low,Very Likely,300.0,High
31.0,Female,Pune,Business Owner,94000.0,Multiple times/day,Instant Coffee,Bru,950.0,Supermarket/Grocery Store,Offline,High,Sweet,Low,Neutral,450.0,High
49.0,Male,Bengaluru,Private Sector Employee,54000.0,Rarely,Instant Coffee,Sleepy Owl,140.0,Supermarket/Grocery Store,Offline,Low,Balanced,Medium,Neutral,130.0,Low
31.0,Male,Lucknow,Private Sector Employee,56400.0,Rarely,Instant Coffee,Tata Coffee,170.0,Brand Website,Online,High,Strong,Low,Neutral,90.0,Low
26.0,Female,Patna,Government Employee,33000.0,1-2 times/week,Mocha,Tata Coffee,440.0,Brand Website,Online,Medium,Balanced,Medium,Neutral,130.0,Medium
34.0,Male,Bengaluru,IT Professional,78600.0,Daily,Filter Coffee,Tata Coffee,680.0,Supermarket/Grocery Store,Both,Medium,Strong,High,Unlikely,130.0,Medium
34.0,Male,Chandigarh,Student,13000.0,Daily,Instant Coffee,Bru,470.0,Local Kirana Store,Offline,Medium,Balanced,Low,Very Unlikely,300.0,Low
27.0,Male,Bengaluru,Student,8700.0,1-2 times/week,Instant Coffee,Bru,210.0,Online Marketplace,Online,Medium,Strong,Medium,Likely,300.0,High
35.0,Male,Indore,Student,9700.0,Rarely,Cold Coffee,Nescafé,150.0,Supermarket/Grocery Store,Offline,Low,Strong,Medium,Very Likely,300.0,Medium
39.0,Female,Bengaluru,Student,13300.0,Multiple times/day,Filter Coffee,Other,640.0,Supermarket/Grocery Store,Offline,High,Sweet,High,Very Unlikely,130.0,High
27.0,Male,Hyderabad,Private Sector Employee,64300.0,1-2 times/week,Other,Bru,400.0,Supermarket/Grocery Store,Both,Low,Balanced,Medium,Likely,130.0,Medium
47.0,Female,Chennai,Business Owner,98300.0,Daily,Instant Coffee,Nescafé,710.0,Online Marketplace,Online,Medium,Strong,Low,Very Unlikely,130.0,Medium
32.0,Female,Kolkata,Government Employee,42100.0,1-2 times/week,Instant Coffee,Starbucks,260.0,Brand Website,Online,Medium,Strong,High,Very Likely,90.0,High
34.0,Male,Pune,IT Professional,102900.0,Daily,Filter Coffee,Bru,760.0,Café,Offline,Medium,Balanced,Medium,Neutral,700.0,High
24.0,Female,Indore,IT Professional,46800.0,1-2 times/week,Filter Coffee,Third Wave Coffee,320.0,Café,Offline,Medium,Balanced,Low,Very Likely,450.0,Medium
35.0,Male,Jaipur,Government Employee,65000.0,Rarely,Espresso,Country Bean,320.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Low,Likely,130.0,Medium
18.0,Male,Visakhapatnam,Freelancer,37200.0,Daily,Instant Coffee,Nescafé,590.0,Office/Canteen,Offline,Medium,Sweet,Low,Very Likely,90.0,High
26.0,Male,Pune,Student,8100.0,Daily,Americano,Bru,620.0,Café,Both,High,Bitter,Medium,Likely,300.0,High
52.0,Male,Chennai,IT Professional,85200.0,3-4 times/week,Cold Coffee,Nescafé,720.0,Local Kirana Store,Both,Medium,Balanced,Low,Unlikely,90.0,Medium
37.0,Male,Ahmedabad,Business Owner,100100.0,Daily,Cold Coffee,Nescafé,1130.0,Local Kirana Store,Offline,Medium,Strong,Low,Very Likely,130.0,High
27.0,Female,Surat,Government Employee,37400.0,Daily,Instant Coffee,Bru,430.0,Office/Canteen,Offline,High,Mild,Low,Very Likely,130.0,High
30.0,Male,Nagpur,IT Professional,85200.0,1-2 times/week,Cappuccino,Tata Coffee,570.0,Online Marketplace,Online,Medium,Bitter,Medium,Likely,300.0,Medium
26.0,Male,Pune,Teacher/Professor,43700.0,3-4 times/week,Americano,Nescafé,560.0,Supermarket/Grocery Store,Offline,High,Sweet,Low,Likely,300.0,High
29.0,Male,Hyderabad,IT Professional,88900.0,Daily,Latte,Other,1350.0,Café,Offline,Medium,Sweet,Medium,Very Likely,90.0,High
44.0,Female,Hyderabad,Business Owner,109300.0,3-4 times/week,Cappuccino,Tata Coffee,990.0,Café,Offline,Medium,Mild,High,Likely,300.0,High
46.0,Male,Surat,Private Sector Employee,56500.0,Rarely,Instant Coffee,Nescafé,140.0,Local Kirana Store,Offline,Low,Balanced,High,Likely,130.0,Low
38.0,Male,Kolkata,Private Sector Employee,50600.0,Multiple times/day,Filter Coffee,Other,550.0,Café,Offline,Medium,Sweet,High,Neutral,300.0,High
28.0,Male,Lucknow,Student,8100.0,1-2 times/week,Instant Coffee,Third Wave Coffee,150.0,Other,Both,Medium,Sweet,High,Unlikely,130.0,Low
25.0,Female,Coimbatore,Private Sector Employee,43000.0,Rarely,Instant Coffee,Tata Coffee,150.0,Local Kirana Store,Both,High,Balanced,High,Likely,90.0,Medium
30.0,Female,Chennai,Private Sector Employee,50100.0,Daily,Cold Coffee,Other,740.0,Office/Canteen,Offline,High,Sweet,High,Likely,130.0,High
30.0,Male,Bengaluru,Private Sector Employee,52900.0,Daily,Americano,Nescafé,780.0,Café,Offline,High,Strong,High,Very Likely,130.0,High
31.0,Male,Delhi,Student,9100.0,3-4 times/week,Espresso,Third Wave Coffee,610.0,Local Kirana Store,Offline,Low,Mild,Low,Likely,300.0,Medium
21.0,Male,Bengaluru,Government Employee,61700.0,1-2 times/week,Cappuccino,Bru,560.0,Café,Offline,Medium,Sweet,High,Likely,300.0,Medium
27.0,Female,Jaipur,Freelancer,41400.0,1-2 times/week,Filter Coffee,Blue Tokai,270.0,Local Kirana Store,Offline,High,Bitter,Medium,Very Likely,300.0,Medium
26.0,Female,Mumbai,Healthcare Professional,73800.0,1-2 times/week,Latte,Nescafé,560.0,Supermarket/Grocery Store,Offline,Low,Strong,Low,Neutral,300.0,Medium
30.0,Female,Bengaluru,Student,14100.0,Daily,Instant Coffee,Third Wave Coffee,340.0,Office/Canteen,Offline,Medium,Strong,Low,Very Likely,90.0,High
35.0,Male,Bhubaneswar,Private Sector Employee,40600.0,3-4 times/week,Cold Coffee,Blue Tokai,470.0,Café,Offline,High,Balanced,High,Neutral,450.0,High
45.0,Male,Patna,IT Professional,119900.0,1-2 times/week,Instant Coffee,Nescafé,440.0,Other,Offline,High,Bitter,Medium,Neutral,130.0,Medium
28.0,Male,Chennai,Teacher/Professor,43800.0,1-2 times/week,Instant Coffee,Nescafé,240.0,Online Marketplace,Online,Medium,Mild,Medium,Very Likely,300.0,High
22.0,Female,Jaipur,Healthcare Professional,38500.0,3-4 times/week,Cappuccino,Nescafé,540.0,Local Kirana Store,Offline,Medium,Bitter,High,Unlikely,300.0,Medium
18.0,Male,Ahmedabad,Student,11300.0,3-4 times/week,Instant Coffee,Other,230.0,Online Marketplace,Online,High,Balanced,Medium,Likely,300.0,Medium
27.0,Male,Delhi,Homemaker,22300.0,1-2 times/week,Instant Coffee,Tata Coffee,270.0,Other,Offline,Medium,Mild,Low,Likely,700.0,Medium
30.0,Male,Chennai,IT Professional,46800.0,Rarely,Instant Coffee,Bru,160.0,Brand Website,Online,High,Balanced,High,Very Likely,300.0,High
30.0,Male,Mumbai,Private Sector Employee,38200.0,1-2 times/week,Instant Coffee,Third Wave Coffee,280.0,Local Kirana Store,Both,Medium,Bitter,Low,Neutral,90.0,Low
36.0,Male,Surat,Student,9300.0,3-4 times/week,Cold Coffee,Café Coffee Day,410.0,Local Kirana Store,Offline,Medium,Sweet,Medium,Likely,130.0,Medium
18.0,Male,Visakhapatnam,Private Sector Employee,46200.0,Daily,Espresso,Nescafé,940.0,Local Kirana Store,Offline,High,Strong,Medium,Very Likely,300.0,High
32.0,Male,Patna,Government Employee,57600.0,3-4 times/week,Filter Coffee,Third Wave Coffee,350.0,Café,Offline,High,Balanced,Medium,Very Likely,90.0,High
28.0,Male,Coimbatore,Freelancer,66800.0,Daily,Cold Coffee,Sleepy Owl,790.0,Office/Canteen,Both,Medium,Mild,High,Neutral,90.0,High
47.0,Female,Ahmedabad,Student,12000.0,Rarely,Filter Coffee,Starbucks,130.0,Local Kirana Store,Offline,High,Mild,Medium,Very Likely,300.0,Medium
19.0,Female,Chennai,IT Professional,59100.0,Multiple times/day,Filter Coffee,Nescafé,890.0,Online Marketplace,Online,Low,Strong,Medium,Very Likely,300.0,High
36.0,Male,Coimbatore,Student,10900.0,Daily,Cold Coffee,Tata Coffee,530.0,Online Marketplace,Online,Medium,Sweet,Medium,Very Likely,450.0,High
33.0,Male,Mumbai,IT Professional,72600.0,Daily,Instant Coffee,Blue Tokai,640.0,Café,Offline,High,Balanced,Medium,Likely,130.0,High
19.0,Female,Bengaluru,Private Sector Employee,47600.0,1-2 times/week,Cold Coffee,Bru,480.0,Online Marketplace,Online,Medium,Sweet,Medium,Neutral,130.0,Medium
18.0,Male,Mumbai,Freelancer,29000.0,3-4 times/week,Cold Coffee,Nescafé,520.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Neutral,450.0,Medium
43.0,Male,Bengaluru,Government Employee,86900.0,Daily,Mocha,Café Coffee Day,1280.0,Online Marketplace,Online,Low,Strong,Medium,Neutral,700.0,High
33.0,Male,Indore,Private Sector Employee,47700.0,Daily,Filter Coffee,Blue Tokai,590.0,Local Kirana Store,Both,Low,Balanced,Medium,Neutral,300.0,Medium
44.0,Male,Pune,Homemaker,33200.0,Daily,Espresso,Country Bean,710.0,Local Kirana Store,Offline,Medium,Mild,Medium,Neutral,90.0,High
41.0,Male,Kolkata,Freelancer,53200.0,3-4 times/week,Cappuccino,Nescafé,790.0,Online Marketplace,Online,High,Balanced,High,Very Likely,300.0,High
34.0,Female,Chandigarh,Business Owner,87700.0,Daily,Cold Coffee,Café Coffee Day,1000.0,Online Marketplace,Online,High,Bitter,Medium,Very Likely,300.0,High
18.0,Male,Ahmedabad,Private Sector Employee,29100.0,Multiple times/day,Other,Café Coffee Day,1050.0,Local Kirana Store,Both,Low,Strong,Low,Unlikely,300.0,Medium
20.0,Female,Nagpur,Business Owner,52300.0,3-4 times/week,Cold Coffee,Tata Coffee,640.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Likely,450.0,Medium
38.0,Male,Lucknow,Government Employee,56600.0,Daily,Instant Coffee,Sleepy Owl,440.0,Online Marketplace,Online,Medium,Balanced,Low,Neutral,300.0,Medium
29.0,Male,Jaipur,IT Professional,57200.0,3-4 times/week,Filter Coffee,Bru,460.0,Online Marketplace,Online,Medium,Balanced,Medium,Neutral,90.0,Medium
28.0,Prefer not to say,Delhi,Business Owner,73000.0,Daily,Latte,Nescafé,920.0,Supermarket/Grocery Store,Both,High,Strong,High,Likely,130.0,High
31.0,Female,Bengaluru,Private Sector Employee,42700.0,1-2 times/week,Instant Coffee,Café Coffee Day,260.0,Supermarket/Grocery Store,Offline,High,Mild,Medium,Likely,450.0,Medium
33.0,Male,Surat,Teacher/Professor,24800.0,3-4 times/week,Mocha,Starbucks,450.0,Café,Both,Low,Balanced,Low,Neutral,700.0,Medium
38.0,Male,Bengaluru,Student,11000.0,1-2 times/week,Mocha,Country Bean,460.0,Café,Offline,Medium,Strong,Medium,Likely,130.0,Medium
40.0,Male,Delhi,Student,7600.0,1-2 times/week,Mocha,Nescafé,440.0,Café,Offline,Low,Strong,Medium,Very Unlikely,300.0,Low
35.0,Male,Jaipur,Student,11600.0,Rarely,Instant Coffee,Nescafé,150.0,Café,Offline,High,Mild,Low,Neutral,90.0,Low
37.0,Female,Chennai,Business Owner,74100.0,Multiple times/day,Filter Coffee,Country Bean,1150.0,Online Marketplace,Online,High,Sweet,Low,Neutral,130.0,Medium
46.0,Male,Hyderabad,Business Owner,91000.0,1-2 times/week,Cold Coffee,Other,480.0,Office/Canteen,Offline,High,Strong,High,Neutral,130.0,High
33.0,Non-binary/Other,Visakhapatnam,Student,13900.0,Daily,Instant Coffee,Tata Coffee,480.0,Local Kirana Store,Offline,Medium,Strong,High,Unlikely,700.0,High
44.0,Male,Mumbai,Business Owner,98300.0,Multiple times/day,Other,Sleepy Owl,1310.0,Supermarket/Grocery Store,Offline,High,Balanced,Medium,Likely,300.0,High
31.0,Female,Lucknow,Student,10400.0,1-2 times/week,Cappuccino,Nescafé,380.0,Local Kirana Store,Both,High,Balanced,Medium,Very Unlikely,300.0,Low
20.0,Male,Lucknow,IT Professional,72600.0,Daily,Filter Coffee,Nescafé,730.0,Café,Offline,Low,Balanced,Medium,Neutral,90.0,High
33.0,Female,Pune,Teacher/Professor,39900.0,3-4 times/week,Cappuccino,Starbucks,520.0,Supermarket/Grocery Store,Offline,Medium,Strong,Low,Neutral,90.0,Medium
27.0,Male,Bengaluru,Student,15100.0,1-2 times/week,Mocha,Bru,400.0,Supermarket/Grocery Store,Offline,High,Balanced,High,Very Likely,90.0,High
28.0,Female,Hyderabad,Government Employee,48100.0,3-4 times/week,Cappuccino,Starbucks,670.0,Café,Offline,Medium,Strong,Medium,Likely,130.0,High
23.0,Male,Nagpur,IT Professional,66800.0,Rarely,Cappuccino,Nescafé,240.0,Supermarket/Grocery Store,Offline,Medium,Sweet,Medium,Likely,130.0,Low
21.0,Male,Indore,Private Sector Employee,71700.0,1-2 times/week,Latte,Nescafé,500.0,Café,Offline,Medium,Balanced,Medium,Likely,450.0,Medium
18.0,Male,Bengaluru,Private Sector Employee,36400.0,3-4 times/week,Mocha,Bru,650.0,Brand Website,Online,Low,Balanced,High,Neutral,130.0,Medium
30.0,Male,Ahmedabad,IT Professional,70300.0,Multiple times/day,Americano,Third Wave Coffee,1170.0,Supermarket/Grocery Store,Offline,High,Sweet,Medium,Likely,700.0,High
34.0,Female,Bhubaneswar,Student,10900.0,Daily,Other,Starbucks,520.0,Supermarket/Grocery Store,Offline,Medium,Sweet,High,Unlikely,130.0,High
27.0,Male,Delhi,Private Sector Employee,49800.0,3-4 times/week,Filter Coffee,Nescafé,410.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Neutral,130.0,High
36.0,Male,Delhi,Private Sector Employee,50100.0,1-2 times/week,Filter Coffee,Starbucks,220.0,Café,Offline,Medium,Bitter,Medium,Unlikely,300.0,Medium
18.0,Female,Hyderabad,Student,9600.0,3-4 times/week,Cappuccino,Country Bean,560.0,Supermarket/Grocery Store,Offline,High,Strong,Medium,Neutral,300.0,Medium
24.0,Male,Kolkata,Business Owner,90900.0,Multiple times/day,Cappuccino,Bru,1870.0,Other,Offline,Medium,Mild,Medium,Very Likely,300.0,High
23.0,Male,Chennai,Healthcare Professional,46300.0,1-2 times/week,Americano,Nescafé,390.0,Café,Offline,Medium,Mild,Medium,Neutral,300.0,Medium
35.0,Female,Bhopal,Homemaker,29900.0,3-4 times/week,Filter Coffee,Nescafé,350.0,Office/Canteen,Offline,Medium,Sweet,High,Likely,90.0,High
30.0,Female,Nagpur,IT Professional,60700.0,Daily,Cappuccino,Nescafé,1000.0,Online Marketplace,Online,Medium,Sweet,Low,Likely,300.0,Medium
18.0,Male,Delhi,Business Owner,55000.0,3-4 times/week,Other,Café Coffee Day,500.0,Local Kirana Store,Offline,High,Bitter,High,Likely,300.0,High
18.0,Male,Bengaluru,Private Sector Employee,36500.0,Rarely,Espresso,Third Wave Coffee,180.0,Local Kirana Store,Both,Medium,Mild,Low,Likely,130.0,Low
48.0,Male,Bengaluru,Freelancer,61500.0,Daily,Cappuccino,Nescafé,1230.0,Café,Offline,High,Strong,Low,Likely,450.0,Medium
18.0,Female,Hyderabad,IT Professional,103600.0,Multiple times/day,Instant Coffee,Nescafé,1220.0,Local Kirana Store,Offline,Medium,Sweet,High,Likely,90.0,High
31.0,Female,Pune,Private Sector Employee,59100.0,1-2 times/week,Instant Coffee,Bru,320.0,Local Kirana Store,Both,Medium,Strong,Low,Neutral,130.0,Low
26.0,Prefer not to say,Mumbai,Other,32100.0,Multiple times/day,Filter Coffee,Country Bean,710.0,Café,Offline,Low,Strong,Low,Neutral,130.0,High
42.0,Male,Lucknow,Student,16800.0,Daily,Instant Coffee,Nescafé,410.0,Supermarket/Grocery Store,Both,High,Strong,Low,Neutral,300.0,High
37.0,Male,Bengaluru,Student,11300.0,Rarely,Instant Coffee,Nescafé,160.0,Local Kirana Store,Offline,High,Strong,Medium,Very Unlikely,300.0,Low
22.0,Male,Ahmedabad,Freelancer,31200.0,Daily,Cappuccino,Country Bean,720.0,Online Marketplace,Online,High,Balanced,Medium,Likely,130.0,High
18.0,Female,Ahmedabad,Business Owner,70800.0,3-4 times/week,Instant Coffee,Nescafé,540.0,Supermarket/Grocery Store,Both,High,Sweet,High,Neutral,130.0,Medium
35.0,Male,Lucknow,Other,25500.0,Daily,Latte,Nescafé,730.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Likely,90.0,High
21.0,Female,Lucknow,Private Sector Employee,45000.0,3-4 times/week,Instant Coffee,Sleepy Owl,450.0,Local Kirana Store,Offline,High,Bitter,Medium,Very Likely,130.0,Medium
20.0,Female,Bhopal,Private Sector Employee,31200.0,1-2 times/week,Filter Coffee,Third Wave Coffee,260.0,Local Kirana Store,Offline,High,Bitter,Medium,Neutral,130.0,Medium
27.0,Female,Visakhapatnam,Healthcare Professional,41200.0,Daily,Espresso,Bru,900.0,Supermarket/Grocery Store,Offline,High,Strong,Medium,Neutral,130.0,Medium
31.0,Female,Ahmedabad,IT Professional,90600.0,Multiple times/day,Instant Coffee,Nescafé,1030.0,Brand Website,Online,Low,Sweet,Medium,Likely,700.0,High
24.0,Female,Jaipur,Student,6600.0,3-4 times/week,Latte,Bru,520.0,Online Marketplace,Online,High,Balanced,High,Neutral,300.0,Medium
